#TAXONOMY,Kindom,Phylum,Class,Order,Family,Genus,Species
541135,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
887744,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], , 
4379732,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Pelomonas, 
399950,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
652245,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
563798,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia, 
843003,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
4464721,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
354517,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
544419,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus, 
183157,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
1028133,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Brevibacteriaceae, Brevibacterium, casei
245324,Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Adlercreutzia, 
832805,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas, 
138528,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, 
183158,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
351875,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, 
643321,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, 
4307309,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
4479935,Bacteria, Chloroflexi, S085, , , , 
4478426,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
729833,Bacteria, Armatimonadetes, Armatimonadia, Armatimonadales, Armatimonadaceae, , 
4401235,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
73471,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
239292,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
1961387,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
368950,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
4408518,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, , 
4402900,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
366545,Bacteria, [Thermi], Deinococci, Deinococcales, Deinococcaceae, Deinococcus, 
957395,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella, 
344053,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
553643,Bacteria, Acidobacteria, Holophagae, Holophagales, Holophagaceae, Geothrix, 
4307782,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, melaninogenica
4391326,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, 
4353757,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Aggregatibacter, 
857776,Bacteria, Planctomycetes, Phycisphaerae, WD2101, , , 
184440,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
995149,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Alloiococcus, 
532521,Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Peptostreptococcus, anaerobius
503236,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
373689,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, 
243855,Bacteria, Proteobacteria, Deltaproteobacteria, [Entotheonellales], [Entotheonellaceae], , 
261935,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, Allobaculum, 
342876,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
3447863,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Sediminibacterium, 
574655,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, 
180572,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
181573,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4052874,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
60345,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
4304927,Bacteria, Nitrospirae, Nitrospira, Nitrospirales, 0319-6A21, , 
4310024,Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Peptococcus, 
819999,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
120422,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
4454257,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
525841,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
3330580,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
494937,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
1000547,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
669175,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Gluconacetobacter, 
965370,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
4307230,Bacteria, Synergistetes, Synergistia, Synergistales, Dethiosulfovibrionaceae, TG5, 
1042677,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
3995177,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, 
310746,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, elkanii
4447552,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4364745,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, butyricum
221080,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4460439,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Arthrobacter, 
4391034,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
186999,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
759172,Bacteria, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Planifilum, 
886264,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, mucilaginosa
4379223,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
4393791,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
308463,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
4308739,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
1625449,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, 
1582779,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
332718,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
4351284,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
297771,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
908663,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, aureus
768463,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, , 
766571,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
4430843,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
544356,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
753638,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Dialister, 
1042774,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, , 
4387092,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
4389529,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
308860,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
4455250,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
1142257,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Agrococcus, jenensis
32002,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, 
783719,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
544951,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
216111,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
656881,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
967742,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
514453,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
1111582,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, 
186385,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
1096706,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
149211,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, , 
899620,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
1066621,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, melaninogenica
259419,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, veronii
69980,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, , 
261590,Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, , 
191218,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
1057746,Bacteria, Proteobacteria, Alphaproteobacteria, , , , 
949396,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
104014,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Cellulomonadaceae, Cellulomonas, 
495067,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
1079331,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
204970,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
801276,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
879040,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Kaistobacter, 
4348382,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
166908,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4302472,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
4470870,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Barnesiellaceae], , 
836783,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, 
4321860,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, 
592179,Bacteria, Acidobacteria, Holophagae, Holophagales, Holophagaceae, , 
1046541,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
173557,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
1086339,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
592171,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Paucibacter, 
1033679,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
236154,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
13449,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
807140,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
183886,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
541276,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
506713,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
192548,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, 
557496,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
357208,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, , 
208091,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Acidaminococcus, 
235591,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, iners
536754,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, vaginalis
1055306,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
136151,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Kaistobacter, 
268592,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, zeae
4396234,Bacteria, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Cardiobacteriaceae, Cardiobacterium, 
4396235,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, subflava
748070,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
891599,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, aureus
128604,Bacteria, [Thermi], Deinococci, Deinococcales, Deinococcaceae, Deinococcus, 
104129,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, elkanii
162751,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Pseudoalteromonadaceae, , 
959169,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
4383407,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, anginosus
735945,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Microbispora, rosea
868337,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
329697,Bacteria, Proteobacteria, Deltaproteobacteria, [Entotheonellales], [Entotheonellaceae], , 
1024636,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, 
999930,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Aggregatibacter, 
505565,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
4193309,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
500699,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, , 
1873204,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
63144,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
142011,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Microbacterium, maritypicum
930655,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, durum
138291,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Amaricoccus, 
4302403,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, , 
4314814,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, aeria
4366060,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4340454,Bacteria, Spirochaetes, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema, 
1145091,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, , 
311035,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
1076557,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
534265,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
544177,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, , 
70830,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, sciuri
86519,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
936143,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
184745,Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Collinsella, aerofaciens
291692,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], DA101, 
548475,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Akkermansia, muciniphila
4484193,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
4458997,Bacteria, Proteobacteria, Betaproteobacteria, Procabacteriales, Procabacteriaceae, , 
4473175,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Salinispora, tropica
4441343,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
4459021,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Tannerella, 
4473176,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1115975,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Pseudoalteromonadaceae, , 
4456252,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Megasphaera, 
495394,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
294026,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, 5-7N15, 
774918,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, , 
274754,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia, 
841724,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
4335435,Bacteria, Gemmatimonadetes, Gemm-3, , , , 
818162,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Intrasporangiaceae, , 
1134043,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
407215,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, brevis
353069,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
4466006,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, dentocariosa
876866,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
979107,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, , 
347367,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
13069,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
758640,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
